BLOCKFACE_ID,LONGITUDE,LATITUDE,MS_SPACE_NUM,SS_SPACE_NUM,SPACE_NUM,OLD_RATE_AREA,OLD_RATE_AREA_id
201001,-122.39846899999999,37.790582549999996,0,2.0,2.0,Area 1,2
201002,-122.39866034285716,37.79053004285714,0,7.0,7.0,Area 1,2
201011,-122.39623511428572,37.78880922857143,0,7.0,7.0,-,0
201012,-122.39682739999999,37.78907886666667,0,6.0,6.0,Area 1,2
201021,-122.39511161636364,37.78792989181819,0,22.0,22.0,-,0
201022,-122.39531476588233,37.78784816882353,0,17.0,17.0,Area 1,2
201031,-122.39355441333333,37.7866832,0,15.0,15.0,Area 1,2
201032,-122.39400948333332,37.78680361666667,0,12.0,12.0,Area 1,2
202011,-122.3986498,37.787200299999995,0,2.0,2.0,-,0
202012,-122.39932665000002,37.787534150000006,6,3.0,9.0,-,0
202021,-122.39744208571427,37.786233857142854,0,7.0,7.0,Area 1,2
202022,-122.39726786363639,37.785889263636356,0,11.0,11.0,-,0
202031,-122.39583640000001,37.784972411111106,0,9.0,9.0,-,0
202032,-122.39582477692308,37.78472018461538,0,13.0,13.0,-,0
202041,-122.39414023636364,37.78361991818182,0,11.0,11.0,Area 1,2
202042,-122.39424466153845,37.78345952307692,0,13.0,13.0,Area 1,2
202051,-122.39278436842108,37.782535594736835,0,19.0,19.0,-,0
202052,-122.39333411428571,37.78273207142856,0,7.0,7.0,-,0
202054,-122.39254583777776,37.78210062222222,0,9.0,9.0,-,0
202061,-122.39108961500003,37.78117800000001,0,20.0,20.0,-,0
202062,-122.39144804052634,37.781221249999994,0,19.0,19.0,-,0
202071,-122.38996628888887,37.78027532222222,0,9.0,9.0,Area 1,2
202072,-122.39028304142856,37.78030420857143,0,7.0,7.0,Area 1,2
203011,-122.4008933375,37.785464912500004,0,8.0,8.0,Area 1,2
203012,-122.40158629999999,37.785770490000004,0,10.0,10.0,Area 1,2
203031,-122.39811015454546,37.78324987272727,0,11.0,11.0,Area 1,2
203032,-122.39823824583333,37.78310860833334,0,24.0,24.0,Area 1,2
203041,-122.39713213333333,37.78247316666667,0,3.0,3.0,Area 1,2
203042,-122.39669904,37.7818851,0,5.0,5.0,-,0
203043,-122.39599956666666,37.78157123333333,0,3.0,3.0,Area 1,2
203044,-122.39619703333334,37.78148530000001,0,3.0,3.0,Area 1,2
203051,-122.39541037500001,37.781101225,0,4.0,4.0,Area 1,2
203052,-122.39528110625,37.78075463125,0,16.0,16.0,Area 1,2
203053,-122.39451534999999,37.780386825,0,4.0,4.0,Area 1,2
203061,-122.39367726,37.779712440000004,0,5.0,5.0,Area 1,2
203062,-122.39346099090908,37.77929639999999,0,11.0,11.0,Area 1,2
203071,-122.39236617142856,37.7786702,0,7.0,7.0,Area 1,2
203072,-122.39244181666665,37.77847953333333,0,12.0,12.0,-,0
203212,-122.3888737025,37.76243962833333,282,0.0,282.0,Area 3,1
203242,-122.3885485727273,37.75852174818182,226,0.0,226.0,Area 3,1
203252,-122.38839943333335,37.757217918333325,350,0.0,350.0,Area 3,1
203262,-122.38833895999998,37.756508425999996,30,0.0,30.0,Area 3,1
203461,-122.39017462833333,37.73586876666666,0,6.0,6.0,Area 3,1
203462,-122.39039852,37.73605014000001,0,5.0,5.0,Area 3,1
203471,-122.39041385714286,37.73516317142857,0,7.0,7.0,Area 3,1
203472,-122.39066817142857,37.73525722857143,0,7.0,7.0,Area 3,1
203482,-122.39098793333334,37.73433823333334,0,3.0,3.0,Area 3,1
203491,-122.39097945,37.7335605875,0,8.0,8.0,Area 3,1
203492,-122.391226675,37.7336732625,0,8.0,8.0,Area 3,1
203501,-122.3912562857143,37.73279925714286,0,7.0,7.0,Area 3,1
203502,-122.39151825,37.7328712375,0,8.0,8.0,Area 3,1
203511,-122.39165525625,37.731648025,0,16.0,16.0,Area 3,1
203512,-122.39199665833335,37.731490575,0,12.0,12.0,Area 3,1
204002,-122.40477299999999,37.7847763,0,1.0,1.0,Area 1,2
204031,-122.40033130714286,37.78148145714285,0,14.0,14.0,Area 1,2
204032,-122.40052646142856,37.78139376,0,7.0,7.0,Area 1,2
204041,-122.39896188615384,37.780390351538465,0,13.0,13.0,Area 1,2
204042,-122.398880431875,37.780081535,0,16.0,16.0,Area 1,2
204051,-122.39745186999998,37.779189669999994,172,0.0,172.0,-,0
204052,-122.39733839611111,37.77885618333333,484,0.0,484.0,-,0
204111,-122.39129943909093,37.7733933490909,0,11.0,11.0,Area 3,1
204112,-122.39160212142856,37.77366169285715,0,14.0,14.0,Area 3,1
204121,-122.39120671181817,37.77235052,0,11.0,11.0,-,0
204122,-122.39146083416666,37.7723223675,0,12.0,12.0,Area 3,1
204131,-122.39111987166665,37.771479222500005,0,12.0,12.0,Area 3,1
204132,-122.39137479916667,37.771417561666674,0,12.0,12.0,Area 3,1
204141,-122.39100146000001,37.77025132,0,5.0,5.0,Area 3,1
204142,-122.39124208999998,37.770134893333335,0,9.0,9.0,-,0
204151,-122.39092019,37.769036306000004,0,5.0,5.0,Area 3,1
204152,-122.391146795,37.76893089666667,0,6.0,6.0,Area 3,1
204161,-122.39085314600001,37.768435204,0,5.0,5.0,-,0
204171,-122.39072548000001,37.76728804099999,0,10.0,10.0,Area 3,1
205002,-122.40776996666666,37.783655583333335,0,6.0,6.0,Area 1,2
205012,-122.40561274999999,37.781926416666664,0,6.0,6.0,-,0
205021,-122.4041358422222,37.78098461888889,0,9.0,9.0,-,0
205022,-122.40431873833332,37.780887135,0,6.0,6.0,-,0
205031,-122.4027486,37.779874169230766,0,13.0,13.0,-,0
205032,-122.40239630444447,37.779350307777776,0,9.0,9.0,-,0
205042,-122.40092102461539,37.778170938461535,0,13.0,13.0,Area 2,3
205051,-122.3993483625,37.77716316875,0,16.0,16.0,Area 2,3
205052,-122.399456499375,37.77700604499999,3,14.0,17.0,-,0
205061,-122.39785764181819,37.77597367909091,399,4.0,403.0,Area 2,3
205062,-122.39783153846156,37.77570946153846,540,4.0,544.0,Area 2,3
206001,-122.4094166342857,37.781656594285714,0,7.0,7.0,Area 1,2
206002,-122.41010109999999,37.78195735,0,2.0,2.0,Area 1,2
206011,-122.40761025142857,37.78022010714285,0,7.0,7.0,Area 2,3
206012,-122.40790081999998,37.78020848,0,10.0,10.0,Area 2,3
206021,-122.40637211,37.779231775,0,10.0,10.0,Area 2,3
206022,-122.40646445624999,37.779062012500006,0,16.0,16.0,Area 2,3
206061,-122.39976637125001,37.77395677999999,0,8.0,8.0,Area 3,1
207011,-122.40990793750002,37.778516825,0,8.0,8.0,-,0
207012,-122.41026960363637,37.77856053454545,0,11.0,11.0,Area 2,3
207021,-122.40850203000001,37.77739695333333,0,9.0,9.0,Area 2,3
207022,-122.40870285000001,37.77731378000001,0,15.0,15.0,-,0
207072,-122.40045691285717,37.77073166857143,0,7.0,7.0,-,0
207112,-122.39788414555557,37.76868454888889,0,9.0,9.0,-,0
207122,-122.39713569916667,37.76808795416667,0,12.0,12.0,Area 3,1
207132,-122.39631033066667,37.76741618266668,0,15.0,15.0,Area 3,1
208001,-122.41334442857143,37.77772334285714,0,7.0,7.0,-,0
208002,-122.41388888888888,37.777915255555556,0,9.0,9.0,Area 2,3
208011,-122.4124946125,37.77704555,0,8.0,8.0,Area 2,3
208012,-122.41233677909094,37.7766771690909,0,11.0,11.0,-,0
208021,-122.41077228928569,37.77567162428572,0,14.0,14.0,Area 2,3
208022,-122.41108618749999,37.775679662499996,0,4.0,4.0,Area 2,3
208031,-122.40923495076922,37.77440834461538,0,13.0,13.0,Area 3,1
208032,-122.40922305000001,37.77425251,0,2.0,2.0,Area 3,1
208041,-122.40828214250001,37.77360914,0,4.0,4.0,Area 3,1
208051,-122.406112955,37.77195182999999,0,20.0,20.0,Area 3,1
208052,-122.40663310000001,37.77202761666667,0,6.0,6.0,Area 3,1
208061,-122.40460157272727,37.770720013636364,0,11.0,11.0,Area 3,1
208062,-122.40458214999998,37.770499887499994,0,16.0,16.0,Area 3,1
209001,-122.41541626249999,37.776909825000004,245,9.0,254.0,Area 2,3
209002,-122.41548587444446,37.776721783333336,0,9.0,9.0,Area 2,3
209011,-122.41378739166665,37.77561348333333,0,12.0,12.0,Area 2,3
209012,-122.41391713750001,37.77547362874999,0,16.0,16.0,Area 2,3
209021,-122.4122665,37.774405433333335,0,15.0,15.0,Area 2,3
209022,-122.41245182928571,37.77430553214286,0,14.0,14.0,Area 2,3
209031,-122.41074165789472,37.773187500000006,0,19.0,19.0,Area 3,1
209032,-122.41096571117647,37.77312077529412,0,17.0,17.0,Area 3,1
209041,-122.40937270625,37.77209411875,0,16.0,16.0,Area 3,1
209042,-122.40943716181818,37.771902207272724,0,11.0,11.0,Area 3,1
209051,-122.40771616538458,37.770774646153846,0,26.0,26.0,Area 3,1
209052,-122.40775949285715,37.77056537428572,0,14.0,14.0,Area 3,1
210001,-122.41617614285714,37.7756026,0,7.0,7.0,Area 2,3
210002,-122.4162666,37.775441114285705,0,7.0,7.0,Area 2,3
210011,-122.41497275238093,37.77464274285714,0,21.0,21.0,Area 2,3
210012,-122.41490603125,37.774355908749996,0,8.0,8.0,Area 2,3
210021,-122.41351174599997,37.77347738266667,0,15.0,15.0,Area 2,3
210022,-122.41359676999998,37.773311585,0,20.0,20.0,Area 2,3
210031,-122.41195823636363,37.772238145454544,0,11.0,11.0,Area 3,1
210032,-122.41203593750001,37.772066525,0,16.0,16.0,Area 3,1
210042,-122.41055589545454,37.77088586363636,0,22.0,22.0,Area 3,1
211001,-122.41760929333333,37.774838073333335,0,9.0,9.0,Area 2,3
211002,-122.41761951499998,37.774612625,0,20.0,20.0,-,0
211011,-122.41658509000001,37.774021250000004,0,10.0,10.0,-,0
211012,-122.4161005,37.77340106363636,0,11.0,11.0,Area 2,3
211021,-122.41467609266668,37.77249870000001,0,15.0,15.0,Area 3,1
211022,-122.41456069166668,37.772172833333336,0,12.0,12.0,Area 3,1
211031,-122.41351765916669,37.77157442833334,0,12.0,12.0,Area 3,1
211032,-122.413202118,37.771089134666674,0,15.0,15.0,Area 3,1
212001,-122.41950471111113,37.77387486666667,0,9.0,9.0,Area 2,3
212002,-122.41978828719999,37.77390560319999,0,25.0,25.0,Area 2,3
213011,-122.41717082999999,37.769591430000006,0,10.0,10.0,Area 3,1
213013,-122.41719295,37.769514175000005,0,4.0,4.0,Area 3,1
214021,-122.41876469764705,37.76829205470588,0,17.0,17.0,Area 3,1
214022,-122.41856189333333,37.76841448333334,0,12.0,12.0,Area 3,1
214031,-122.42094279000003,37.768160495,0,20.0,20.0,-,0
214032,-122.42129624533332,37.76824932866667,0,15.0,15.0,Area 3,1
214061,-122.42754749999999,37.76775694,0,5.0,5.0,Area 3,1
214062,-122.42788248750001,37.767857975000005,0,8.0,8.0,Area 3,1
215012,-122.40233978250001,37.7674531,0,8.0,8.0,Area 3,1
215031,-122.40430265125,37.767233698750005,0,8.0,8.0,Area 3,1
215151,-122.41879868499998,37.76668877777778,36,12.0,48.0,Area 3,1
215152,-122.41899415999998,37.76677061000001,0,10.0,10.0,Area 3,1
215161,-122.42122406666665,37.766542288888886,0,9.0,9.0,Area 3,1
215162,-122.42068984727271,37.76666820272727,0,11.0,11.0,Area 3,1
216291,-122.41836613299999,37.765061161000006,0,10.0,10.0,Area 3,1
216292,-122.41814289249999,37.765212366250005,0,8.0,8.0,Area 3,1
216301,-122.4213715,37.764879625,0,4.0,4.0,Area 3,1
216302,-122.42059427777778,37.7650643,48,4.0,52.0,Area 3,1
216311,-122.42317877846153,37.76477044,0,13.0,13.0,Area 3,1
216312,-122.42295628181819,37.764921581818186,0,11.0,11.0,Area 3,1
217321,-122.4184539738889,37.76343286277778,0,18.0,18.0,Area 3,1
217322,-122.41839505,37.763557600000006,0,14.0,14.0,Area 3,1
217331,-122.420647415,37.76330036,0,20.0,20.0,Area 3,1
217332,-122.4206881647059,37.7634191,0,17.0,17.0,Area 3,1
218062,-122.38900589333333,37.763091233333334,12,0.0,12.0,Area 3,1
218331,-122.41830116428572,37.76184467142856,0,14.0,14.0,Area 3,1
218332,-122.418303889,37.761954663,0,10.0,10.0,Area 3,1
218341,-122.42069963333334,37.761699783333334,0,6.0,6.0,Area 3,1
218342,-122.42068896142858,37.761810620714286,0,14.0,14.0,Area 3,1
218401,-122.43418708000002,37.76088299999999,0,5.0,5.0,Area 3,1
218402,-122.43442186600001,37.760978968,0,5.0,5.0,Area 3,1
218411,-122.43586826666666,37.7607834,0,3.0,3.0,Area 3,1
218412,-122.43574776133333,37.761132074,79,3.0,82.0,Area 3,1
218421,-122.4367140125,37.76073095,0,8.0,8.0,Area 3,1
218422,-122.43677654999999,37.76083728333333,0,6.0,6.0,Area 3,1
219331,-122.41868746,37.76021984,0,5.0,5.0,Area 3,1
219332,-122.41860282500001,37.7603186,0,8.0,8.0,Area 3,1
219341,-122.42033928235296,37.760120076470585,0,17.0,17.0,Area 3,1
219342,-122.42046716666665,37.760206,0,12.0,12.0,Area 3,1
219402,-122.43457906666667,37.75935263333333,0,3.0,3.0,Area 3,1
219412,-122.43519776666669,37.759315400000006,0,3.0,3.0,Area 3,1
